2025-01-27 12:34:36,522 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-10 17:42:57,383 | MainThread   | [WARNING ] | <module>            |: warning
2025-02-10 17:42:57,386 | MainThread   | [ERROR   ] | <module>            |: error
2025-02-10 17:42:57,388 | MainThread   | [CRITICAL] | <module>            |: critical
2025-02-10 17:43:00,106 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-10 17:46:16,366 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-10 17:46:34,593 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 17:46:39,251 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-10 17:50:47,089 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-10 17:51:12,685 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 17:51:15,441 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-10 18:08:53,304 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-10 18:10:31,177 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-10 18:10:31,178 | MainThread   | [INFO    ] | <module>            |: info
2025-02-10 18:10:31,181 | MainThread   | [WARNING ] | <module>            |: warning
2025-02-10 18:10:31,183 | MainThread   | [ERROR   ] | <module>            |: error
2025-02-10 18:10:31,185 | MainThread   | [CRITICAL] | <module>            |: critical
2025-02-10 18:10:34,261 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 18:10:38,251 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-10 18:20:03,335 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-10 18:21:06,561 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-10 18:21:06,562 | MainThread   | [INFO    ] | <module>            |: info
2025-02-10 18:21:06,563 | MainThread   | [WARNING ] | <module>            |: warning
2025-02-10 18:21:06,565 | MainThread   | [ERROR   ] | <module>            |: error
2025-02-10 18:21:06,566 | MainThread   | [CRITICAL] | <module>            |: critical
2025-02-10 18:21:15,518 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 18:21:18,238 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-10 18:21:50,985 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-10 18:22:10,083 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 18:22:32,038 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-10 18:22:32,039 | MainThread   | [INFO    ] | <module>            |: info
2025-02-10 18:22:32,040 | MainThread   | [WARNING ] | <module>            |: warning
2025-02-10 18:22:32,042 | MainThread   | [ERROR   ] | <module>            |: error
2025-02-10 18:22:32,044 | MainThread   | [CRITICAL] | <module>            |: critical
2025-02-10 18:22:37,382 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 18:23:43,634 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-10 18:23:43,635 | MainThread   | [INFO    ] | <module>            |: info
2025-02-10 18:23:43,636 | MainThread   | [WARNING ] | <module>            |: warning
2025-02-10 18:23:43,638 | MainThread   | [ERROR   ] | <module>            |: error
2025-02-10 18:23:43,641 | MainThread   | [CRITICAL] | <module>            |: critical
2025-02-10 18:23:49,621 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 18:23:57,178 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-10 18:39:06,797 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-10 18:39:25,899 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 18:39:28,733 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-10 18:45:43,007 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-10 18:45:58,607 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-10 18:45:58,607 | MainThread   | [INFO    ] | <module>            |: info
2025-02-10 18:45:58,609 | MainThread   | [WARNING ] | <module>            |: warning
2025-02-10 18:45:58,611 | MainThread   | [ERROR   ] | <module>            |: error
2025-02-10 18:45:58,613 | MainThread   | [CRITICAL] | <module>            |: critical
2025-02-10 18:46:05,017 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 18:46:07,747 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-10 18:50:53,283 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-10 18:51:08,066 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-10 18:51:08,067 | MainThread   | [INFO    ] | <module>            |: info
2025-02-10 18:51:08,068 | MainThread   | [WARNING ] | <module>            |: warning
2025-02-10 18:51:08,069 | MainThread   | [ERROR   ] | <module>            |: error
2025-02-10 18:51:08,070 | MainThread   | [CRITICAL] | <module>            |: critical
2025-02-10 18:51:11,261 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 18:51:16,579 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-10 18:53:01,515 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-10 18:53:17,611 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 18:53:20,244 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-10 18:54:36,200 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-10 18:58:18,095 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-10 18:58:39,135 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-10 18:59:01,803 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-10 18:59:27,482 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-10 18:59:30,930 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-10 19:02:01,708 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-11 15:31:33,250 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-11 15:31:33,256 | MainThread   | [INFO    ] | <module>            |: info
2025-02-11 15:31:33,258 | MainThread   | [WARNING ] | <module>            |: warning
2025-02-11 15:31:33,259 | MainThread   | [ERROR   ] | <module>            |: error
2025-02-11 15:31:33,261 | MainThread   | [CRITICAL] | <module>            |: critical
2025-02-11 15:31:44,950 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=1, releaselevel='final', serial=0)
2025-02-11 15:31:44,950 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-14.6.1-x86_64-i386-64bit-Mach-O
2025-02-11 15:31:44,950 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-11 15:31:47,797 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:25:26:04:64
2025-02-11 15:37:35,846 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from EB36BB92-4002-31C3-42B2-2592FE207A21
2025-02-24 18:55:30,520 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-24 18:55:30,522 | MainThread   | [INFO    ] | <module>            |: info
2025-02-24 18:55:30,524 | MainThread   | [WARNING ] | <module>            |: warning
2025-02-24 18:55:30,527 | MainThread   | [ERROR   ] | <module>            |: error
2025-02-24 18:55:30,529 | MainThread   | [CRITICAL] | <module>            |: critical
2025-02-24 18:55:34,205 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=1, releaselevel='final', serial=0)
2025-02-24 18:55:34,205 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-14.6.1-x86_64-i386-64bit-Mach-O
2025-02-24 18:55:34,206 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-24 18:56:13,722 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:25:26:04:64
2025-02-24 18:58:23,357 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 18:59:53,880 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 19:01:36,977 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2025-02-24 19:01:36,980 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2025-02-24 19:01:36,981 | MainThread   | [WARNING ] | exit_handler        |: Not connected to a BLE device
2025-02-24 19:01:54,461 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=1, releaselevel='final', serial=0)
2025-02-24 19:01:54,461 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-14.6.1-x86_64-i386-64bit-Mach-O
2025-02-24 19:01:54,462 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 19:15:44,177 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 19:15:47,098 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 19:17:17,044 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 19:17:34,218 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 19:17:36,843 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 19:20:07,927 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 19:20:31,638 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 19:20:34,254 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 19:23:10,440 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 19:23:28,320 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 19:23:30,929 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 19:35:30,238 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 19:47:35,849 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 19:47:38,451 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 19:55:15,038 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-24 19:55:16,045 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 19:55:20,358 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 19:55:29,722 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 19:56:29,216 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 19:57:17,847 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 19:57:22,537 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 20:24:29,259 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 20:24:49,747 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 20:24:52,344 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 20:27:52,124 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 20:28:08,297 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 20:28:11,137 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 20:30:16,629 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 20:30:34,338 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 20:30:36,899 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 20:34:39,743 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 20:34:57,391 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 20:35:00,181 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 20:38:44,156 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 20:38:58,562 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 20:39:01,279 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 20:40:34,026 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 20:40:56,362 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 20:40:59,284 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 20:43:32,960 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 20:43:46,012 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 20:43:48,727 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 20:45:31,285 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 20:45:52,184 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 20:45:54,942 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 20:55:22,407 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 20:56:04,305 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 20:56:06,973 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 20:56:40,124 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 20:57:33,836 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 20:57:38,428 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 21:01:32,801 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 21:01:49,604 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 21:01:52,178 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 21:04:39,432 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 21:04:58,233 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 21:05:00,828 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 21:13:37,547 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
2025-02-24 21:15:28,588 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:81:e4:22:02:64
2025-02-24 21:15:31,246 | MainThread   | [INFO    ] | _connect            |: Connected to c0:81:e4:22:02:64
2025-02-24 21:23:03,276 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 8BB83A5B-D0E8-770B-DAC3-B7BF448451D4
